Gender,Height,Weight
Male,175.7600181,81.05033441
Male,170.8453809,74.39563229
Male,187.1603912,101.2734878
Male,176.6245261,92.06026407
Male,173.511362,85.90659881
Male,172.0569672,80.81673866
Male,182.132637,101.2867921
Male,161.6259521,75.76288513
Male,174.5518441,81.85915041
Male,170.0513278,74.58828093
Male,159.2757539,68.02501915
Male,183.5363587,87.50255365
Male,180.1079788,91.57296674
Male,171.7290027,81.58669765
Male,179.8359598,89.11618818
Male,176.0341134,85.0719278
Male,168.2569618,77.87864369
Male,171.4301702,86.95340714
Male,167.1478707,75.22852704
Male,181.4670124,84.21513415
Male,173.8995908,80.86719854
Male,162.5293285,68.48288984
Male,180.3448201,95.22226166
Male,173.0748994,78.99658677
Male,173.7243166,81.59166498
Male,172.9643982,76.08876127
Male,173.0770995,83.0275936
Male,174.9046294,76.90961746
Male,168.0180855,78.66721928
Male,168.1633214,82.05005485
Male,171.2775853,83.23818389
Male,176.4566093,93.42993224
Male,179.1102836,83.3519957
Male,181.1994751,91.60494352
Male,180.3449397,98.030346
Male,168.1539632,72.29817571
Male,184.2599999,95.40691955
Male,171.3975535,81.0198547
Male,165.9900428,66.55999827
Male,179.9439185,88.87546251
Male,177.6437272,77.19040588
Male,164.4391313,76.95372171
Male,176.0433433,89.98298839
Male,174.8496957,81.60470112
Male,157.3208011,66.79763009
Male,174.2270723,80.27864042
Male,165.655182,84.12670508
Male,163.4074662,80.50976877
Male,174.622223,77.03238513
Male,184.1237247,90.07506965
Male,170.7741845,92.2380871
Male,170.8495563,87.6419906
Male,165.4010009,80.80058606
Male,168.3075629,73.83551679
Male,171.9622663,72.25108692
Male,166.4479678,78.06967501
Male,177.4671833,91.55166783
Male,173.9439634,77.27045389
Male,183.4234669,93.16315234
Male,173.176013,77.01437331
Male,182.8322646,90.91676054
Male,167.8054473,81.00652082
Male,169.306657,76.20981976
Male,171.7025375,80.63342861
Male,173.344698,87.66918403
Male,164.6138985,73.65406058
Male,171.4302344,83.18143568
Male,173.179056,82.12559638
Male,176.6655976,95.64976105
Male,168.6617142,75.10054664
Male,169.1440791,88.97136764
Male,182.7171519,91.6466421
Male,173.449086,77.29824679
Male,177.686846,91.60203591
Male,182.501868,87.71878912
Male,167.0189665,81.58110196
Male,170.2609043,70.9825826
Male,194.8429805,106.6101857
Male,184.3306483,104.5804142
Male,177.1111644,92.48543794
Male,184.910029,98.98121177
Male,184.2499593,101.0000506
Male,183.6286482,94.56253137
Male,170.823445,82.00026197
Male,192.8989294,105.1992105
Male,168.4432291,77.38000928
Male,180.7363759,85.39842641
Male,180.8281938,88.93194115
Male,183.3816805,97.34246896
Male,190.8576864,101.6609765
Male,163.6052846,71.93034598
Male,164.4254379,75.52357362
Male,161.0730513,72.63850211
Male,172.3356097,79.91049754
Male,167.4667335,79.14513379
Male,180.2550381,87.9544366
Male,171.6550981,84.81789687
Male,174.2167469,78.74166434
Male,178.6248737,87.70045298
Male,183.8819802,94.54513299
Male,179.884976,93.45491047
Male,167.3943852,78.27874418
Male,189.9802526,105.5215576
Male,171.9095343,80.39471208
Male,170.5761454,79.6719335
Male,182.3080967,96.44549899
Male,164.2496891,75.73589518
Male,173.0318316,89.09200746
Male,169.6387952,75.03828801
Male,169.6868586,80.08884279
Male,172.4304751,79.22076572
Male,175.7008854,88.55818139
Male,178.3713053,93.29681578
Male,164.7337299,71.82241154
Male,172.2655769,76.69379272
Male,161.1382286,61.53242006
Male,182.4950245,98.95448291
Male,169.4893071,70.71478474
Male,182.7994964,91.41156904
Male,193.0942226,107.0141737
Male,181.5492973,88.6285282
Male,171.1193139,80.12075072
Male,179.2103192,90.01998108
Male,177.4624373,84.23970464
Male,172.5868279,80.44353414
Male,188.2255795,97.86687543
Male,175.6863042,84.83187367
Male,169.0553606,77.83089162
Male,169.4220767,78.39875469
Male,170.805005,76.3305919
Male,175.3905191,74.3076632
Male,179.5087778,86.19310957
Male,166.3674476,71.15495513
Male,165.575541,78.29291966
Male,171.6230832,76.68607018
Male,187.4910797,104.9496259
Male,181.8806731,94.00715827
Male,172.0208631,78.08712025
Male,173.3070752,90.64027241
Male,167.4607311,76.24446625
Male,181.7331791,89.72939472
Male,175.677528,89.30877895
Male,174.2380547,81.74715768
Male,180.4860777,85.78967495
Male,161.6559113,71.85927719
Male,180.8034367,94.76565749
Male,167.9668299,84.88571468
Male,165.2457277,71.47813027
Male,172.9520909,82.3924671
Male,180.3225855,92.87145526
Male,188.5217842,104.8388051
Male,176.0908802,84.4853336
Male,164.9256092,82.1427305
Male,173.6009795,90.22896502
Male,180.1599777,92.24721514
Male,156.1536354,73.04135372
Male,173.9666643,86.09479241
Male,183.0067203,90.81040138
Male,184.2050343,100.6351233
Male,180.9341349,97.09597074
Male,183.5381526,91.49015123
Male,171.6152013,84.90656816
Male,183.5597218,89.14328677
Male,159.0046299,68.81929743
Male,168.2405507,75.88482136
Male,176.912111,90.19390976
Male,175.9862404,81.09750866
Male,179.642208,87.78785644
Male,174.824682,89.6923318
Male,167.6766477,83.670402
Male,168.6938004,70.39510688
Male,169.203686,73.02467868
Male,172.8084473,85.76719915
Male,179.076091,78.46496461
Male,175.6606329,88.85652137
Male,179.8193574,97.86086615
Male,165.5937179,75.61713078
Male,189.9557144,108.6191102
Male,180.509942,83.58759166
Male,176.1088624,90.71109304
Male,177.543978,86.82305673
Male,163.6399922,76.7066716
Male,172.344412,88.33455745
Male,171.5746365,83.12823328
Male,189.909315,95.42210763
Male,181.4041228,89.83048636
Male,170.4856748,78.31905009
Male,177.4433533,89.38976381
Male,173.814266,86.41191137
Male,172.5510458,83.71289069
Male,173.9781716,81.61472537
Male,165.7201243,72.34938448
Male,178.2707942,89.75882934
Male,180.6044982,98.55175476
Male,173.8568495,85.23330517
Male,166.1682651,80.22304506
Male,171.9600018,83.98174329
Male,188.5265802,101.2907406
Male,180.7648045,93.867681
Male,170.7661606,77.57191612
Male,172.4166203,79.47968207
Male,171.1359937,78.61220896
Male,174.6535672,82.15729257
Male,182.1313922,91.90182529
Male,176.2277268,90.6507785
Male,187.2399802,101.3844899
Male,176.4115756,99.45535607
Male,179.7971761,95.80592457
Male,182.2918979,91.0808123
Male,176.1323731,94.7144436
Male,165.8265048,73.2188577
Male,180.1414848,94.27272178
Male,174.2355232,82.02360282
Male,174.2536429,80.20208548
Male,176.4760101,88.27071256
Male,167.4644764,73.93932055
Male,174.0492971,78.59418394
Male,187.7799753,97.8035231
Male,180.8427621,95.31534128
Male,169.0537306,83.93371787
Male,182.2253816,85.25958149
Male,177.1518665,85.35745276
Male,169.5466615,81.43882262
Male,177.0187525,96.03378565
Male,178.8249327,89.67157412
Male,175.3101297,84.49874287
Male,164.4200094,75.34438559
Male,180.3351091,85.64350838
Male,163.7279282,73.20012049
Male,177.1637874,87.75928318
Male,181.678196,85.85691257
Male,173.5529063,94.24957952
Male,179.7423892,90.41136099
Male,181.4043861,95.19002633
Male,176.2518042,81.72615306
Male,182.8843998,89.0012887
Male,175.7463464,85.92794249
Male,168.0625627,75.0761018
Male,170.8712432,82.73261107
Male,180.1262219,85.98182791
Male,175.564515,86.01279763
Male,171.2189257,77.19742367
Male,185.2641686,98.02007667
Male,179.0469589,80.31652593
Male,175.280979,88.92725083
Male,169.5757592,76.06760347
Male,175.5664859,81.46869301
Male,185.7407187,100.0902481
Male,171.4165327,74.52300709
Male,164.985899,71.00746271
Male,172.1675222,83.31624531
Male,171.862493,77.24920941
Male,168.8500484,76.48797789
Male,185.3871583,95.09010813
Male,176.69061,88.60739508
Male,180.3490428,88.14317741
Male,177.5857189,99.50353207
Male,182.1107401,93.05972773
Male,171.8308498,81.13973159
Male,173.4707086,82.42897513
Male,174.4656294,92.33333893
Male,175.04606,74.9133944
Male,175.1606344,89.78011302
Male,170.8079774,78.6002511
Male,175.0462936,83.43724546
Male,167.229903,63.2915274
Male,164.2645319,72.66023629
Male,168.3915802,74.20946657
Male,170.4278678,87.97648508
Male,170.1756559,86.13410101
Male,180.2434061,83.56250176
Male,173.7890154,86.54333158
Male,171.8374201,85.36632257
Male,192.0752906,102.6060393
Male,179.1950747,89.7565006
Male,174.9827308,86.41539355
Male,173.4427111,79.94404026
Male,165.0874988,80.61558825
Male,166.5624597,78.78511669
Male,176.0374641,95.46464494
Male,166.8899772,77.15625471
Male,172.2221372,78.68001924
Male,175.8090142,83.88580323
Male,172.7581153,88.12700436
Male,157.2944503,67.65310383
Male,170.8565613,87.30320132
Male,171.8991275,81.5335285
Male,177.7260952,92.0171668
Male,165.8961923,74.09757871
Male,182.6412538,98.44203512
Male,168.2341163,83.08046977
Male,167.1699548,75.56099305
Male,185.0261676,93.10016133
Male,180.2115864,86.04780345
Male,181.2132714,99.1490135
Male,180.481387,92.14242169
Male,157.2908901,63.45982065
Male,174.6566422,89.03730001
Male,171.6632112,81.61798878
Male,171.0987045,74.45527723
Male,167.3330577,76.28277309
Male,174.4846959,86.06569907
Male,176.6185483,88.52772822
Male,169.2521147,86.39474237
Male,177.31715,92.72626958
Male,174.4468792,88.97280689
Male,181.902554,95.10498567
Male,177.0120801,86.605863
Male,180.0887594,89.78619242
Male,172.7347675,84.72206698
Male,179.3639897,85.57640493
Male,181.7908332,80.00303416
Male,185.4526727,94.95017903
Male,154.3002194,61.76465454
Male,175.4685839,86.6066713
Male,176.1203936,86.83821723
Male,172.1031298,83.88650158
Male,193.1087879,105.3755319
Male,183.458145,91.52527394
Male,175.059445,85.42444027
Male,165.9507163,79.22242705
Male,167.4683048,83.43522693
Male,178.9853908,85.05641155
Male,185.8798508,96.99949386
Male,174.1192344,79.47817197
Male,174.064697,76.90416737
Male,161.5349968,65.58573927
Male,170.5463727,79.68667524
Male,179.8735814,89.44761738
Male,186.7669234,101.1174124
Male,167.9983151,75.02617851
Male,172.4833984,77.29989273
Male,181.4407746,98.26344919
Male,170.4662067,78.79233425
Male,186.1411516,98.83590044
Male,161.7283612,73.03427483
Male,175.8323136,87.88631933
Male,176.962115,80.33983434
Male,179.0330384,92.90809256
Male,175.2718818,80.16417258
Male,173.8830508,87.43524926
Male,167.7028238,75.73218321
Male,176.0681496,84.70286085
Male,175.457461,85.50489461
Male,186.8481667,94.51110579
Male,167.8627298,73.2532094
Male,186.7560002,97.50706616
Male,176.984813,93.04688528
Male,169.359024,83.09683279
Male,185.3226303,94.75312093
Male,173.3470552,94.3133781
Male,182.7698298,95.55542698
Male,180.4889287,92.656525
Male,170.1214529,88.54058238
Male,173.9341253,86.49365432
Male,181.0624811,90.55298706
Male,165.050359,75.66891928
Male,169.575185,81.1011197
Male,174.6660508,84.26476446
Male,175.2410607,87.88571383
Male,181.0897943,103.7820837
Male,175.3856751,87.24828589
Male,169.0153643,79.8247037
Male,174.0294296,79.89625697
Male,171.3476769,80.50465343
Male,181.2477513,91.51707432
Male,174.2196313,80.2146063
Male,177.1296602,84.15232032
Male,177.377997,85.29390643
Male,183.9228878,85.90326614
Male,166.203876,75.3401543
Male,168.3198482,77.22411906
Male,177.7347242,96.52630945
Male,180.8713533,88.97003245
Male,177.6409965,91.75216778
Male,181.3204964,91.32258767
Male,164.0555054,71.87350959
Male,174.7341804,79.14703507
Male,173.8521967,83.36267213
Male,175.7720084,85.32224554
Male,176.342084,79.91993021
Male,176.799812,88.08788931
Male,185.1195357,88.08734364
Male,157.9329613,66.17854772
Male,174.9417548,87.01423582
Male,180.5434122,95.18789308
Male,183.3436367,91.29059016
Male,183.0393976,94.70177845
Male,171.145347,82.8591953
Male,172.5539717,75.49361573
Male,179.8369029,87.72176378
Male,166.494768,80.94266673
Male,178.2857102,93.41354873
Male,182.3186482,90.35999083
Male,173.0509326,87.10307517
Male,173.6330857,79.496926
Male,167.8695068,77.11356345
Male,181.8135128,93.14402686
Male,186.783136,88.92367031
Male,180.6334509,94.41302323
Male,179.8175285,92.02962461
Male,182.1918136,85.54519413
Male,160.5191871,73.67682491
Male,172.9768281,82.94038541
Male,167.2744933,71.35794195
Male,173.5999995,81.04600061
Male,176.6829815,84.92035386
Male,174.5698923,77.84589748
Male,178.2020252,90.960699
Male,175.0652751,87.96389926
Male,163.3224425,70.52889716
Male,178.957308,87.32911748
Male,174.3051205,72.51233631
Male,176.9484694,79.94979679
Male,175.4095667,77.8857953
Male,170.756545,82.42202946
Male,167.9341312,77.73961752
Male,174.2881639,81.2528533
Male,175.8924925,85.03460711
Male,176.8904417,82.55579528
Male,184.904452,97.28370671
Male,190.6117475,94.58591908
Male,180.2706177,86.2831742
Male,188.9455516,98.49468622
Male,163.4798962,70.79387177
Male,181.1705827,93.6146716
Male,170.6169421,80.80867642
Male,188.9802466,103.7992656
Male,162.2245192,79.13972162
Male,174.9704191,74.4865661
Male,183.2152552,96.232843
Male,173.7454645,93.44672857
Male,165.3353472,75.9465111
Male,175.843385,88.54961322
Male,182.7473822,94.88032845
Male,171.3559963,82.69040474
Male,176.0547879,86.26646115
Male,161.8768624,72.73116565
Male,154.1267362,58.64990999
Male,179.4848406,88.73453333
Male,171.6888391,84.70894869
Male,189.60975,103.1924726
Male,178.9863803,89.44268701
Male,182.7377867,95.05305338
Male,188.0254071,95.14512775
Male,179.7868595,99.98836282
Male,164.4072327,76.75136656
Male,173.6928812,84.29808502
Male,181.5318208,87.40331974
Male,170.0389125,80.29761722
Male,179.8243267,90.6945334
Male,165.8427843,76.525638
Male,156.855185,56.03137744
Male,158.7009051,72.68459731
Male,172.2264269,89.39509569
Male,176.5960255,73.46872153
Male,184.1519218,91.46912012
Male,179.0326486,88.35346126
Male,169.3919294,73.73836796
Male,181.0814707,79.74644846
Male,182.3637887,94.97278007
Male,185.5631144,92.74157073
Male,174.8875201,95.64852964
Male,167.7554274,76.8050479
Male,187.9241896,101.2989346
Male,175.8991094,87.51916623
Male,176.1252693,78.42823468
Male,180.279713,86.8955963
Male,161.4456452,71.26816843
Male,177.2161834,82.91457385
Male,165.578733,68.89470189
Male,177.7465097,87.69796843
Male,177.1665168,84.10864381
Male,180.7754351,88.62385312
Male,179.2528845,79.0143145
Male,166.7537674,74.68383839
Male,170.5315719,74.31878183
Male,167.4319408,79.25157523
Male,187.4180566,96.569989
Male,172.0526184,78.37809425
Male,166.4819537,78.00890244
Male,180.8833379,88.86929434
Male,166.6045792,79.29484356
Male,166.7955884,79.18212926
Male,157.4107491,63.62886504
Male,187.7058443,97.77615694
Male,183.7491464,97.91156803
Male,178.5917036,83.57154108
Male,170.4735334,76.29515738
Male,167.4685037,68.66685174
Male,170.7584724,84.35457722
Male,178.0904328,92.18882361
Male,190.0974093,101.5799645
Male,163.8993487,67.34579575
Male,177.9301869,93.98183446
Male,182.4562487,93.07393129
Male,185.0053188,94.9923635
Male,186.186739,90.34052552
Male,168.6387088,74.87198635
Male,168.9485114,81.9915325
Male,175.952944,91.76109924
Male,173.309163,88.5692767
Male,178.8512273,83.56646149
Male,177.1062884,85.48111777
Male,166.3972641,71.30694184
Male,175.6086642,89.15456188
Male,187.1121196,94.513232
Male,167.3675914,71.75144403
Male,173.6202496,83.73237015
Male,178.8788155,89.76926831
Male,183.0837109,92.01895563
Male,182.146257,90.30144871
Male,166.9520711,70.86193778
Male,162.301779,76.33932404
Male,178.6026647,91.40363604
Male,167.1033737,79.19030484
Male,177.361759,89.3262318
Male,173.5611212,89.70088895
Male,172.0636367,75.13446816
Male,190.5860792,105.6352796
Male,186.4463086,87.42187691
Male,176.6690952,87.17206747
Male,163.929161,71.2725831
Male,171.5687741,74.16011594
Male,185.6650541,93.05783612
Male,169.0471119,77.75863786
Male,187.9386746,94.7846634
Male,179.9912277,95.14505604
Male,181.7845836,93.55809357
Male,167.2295135,80.38180788
Male,178.4998555,96.03279899
Male,156.9047459,67.81873494
Male,190.0553611,99.94281333
Male,181.8770705,87.28376219
Male,170.8406631,74.11081507
Male,180.1474539,90.61787158
Male,190.6515584,99.14781221
Male,185.6762256,101.2446608
Male,179.4814598,98.86123033
Male,170.5474551,77.65847885
Male,170.4928097,66.92203663
Male,176.5933577,77.12750741
Male,165.6707168,72.9539567
Male,173.7625756,83.9724598
Male,174.6591978,80.32360822
Male,172.5596468,85.67631524
Male,175.8640849,72.23220642
Male,173.9029388,85.31125496
Male,166.8635057,68.47452937
Male,176.354735,78.16564111
Male,167.9838942,75.46129725
Male,180.0277023,84.52225363
Male,167.5715851,85.12033949
Male,164.9453532,74.334747
Male,173.6562524,89.33472051
Male,176.5949003,86.04975844
Male,168.7972294,85.71747894
Male,176.4654377,80.44178232
Male,174.5744507,83.52009091
Male,187.4044372,100.3527375
Male,194.3147837,98.82968927
Male,180.9132829,90.34770783
Male,163.8457745,74.61605029
Male,168.9196899,74.05791563
Male,175.7944491,85.10511749
Male,161.4077791,68.19604152
Male,177.1170662,91.94631999
Male,174.2648495,82.42893204
Male,181.5188908,93.70795987
Male,176.5540995,92.52615259
Male,187.3494748,105.0558403
Male,173.4255784,88.53659082
Male,184.0347689,90.84994372
Male,179.7537509,88.61058406
Male,178.9484375,85.32012781
Male,175.0164111,88.2961143
Male,175.8656051,89.54454536
Male,170.8857321,70.94920149
Male,181.5179623,94.24214533
Male,174.8552091,77.98205823
Male,181.3711504,98.3946695
Male,178.1679801,86.44800223
Male,179.5264152,93.4943101
Male,174.0944348,91.22138468
Male,181.4442064,93.70941232
Male,165.660884,72.11531572
Male,179.7638046,94.44854379
Male,177.1906408,85.19004878
Male,162.4648279,76.36196681
Male,178.5725747,89.28280477
Male,178.604797,93.22308322
Male,171.209736,74.6496273
Male,170.4886177,75.83673921
Male,173.6790529,76.65583414
Male,176.728727,83.56063578
Male,158.8319233,76.27300354
Male,176.1155267,83.51509382
Male,169.6401669,78.09741411
Male,191.4938823,99.15734186
Male,178.3426179,86.02747573
Male,180.6030516,89.24873298
Male,177.2764752,82.42818665
Male,168.8384849,79.55511614
Male,179.6128338,94.66938527
Male,161.5915419,73.78806735
Male,179.1951705,86.78068203
Male,171.2031656,87.39478436
Male,181.4453442,96.76830727
Male,174.2272491,85.0042888
Male,181.4889094,92.28250905
Male,179.5749265,86.1758933
Male,181.3343198,89.49690332
Male,179.0335337,87.70652508
Male,188.9967972,102.8297704
Male,161.037075,83.99985789
Male,173.7352866,77.71351298
Male,171.2718296,79.43501156
Male,179.8624799,89.00432731
Male,170.4600884,88.33810962
Male,172.0296785,83.67341335
Male,174.1191138,81.44552344
Male,174.2934918,87.36437682
Male,179.338633,89.512411
Male,170.4004243,74.46878448
Male,165.8917388,75.89850737
Male,177.6073327,84.30759571
Male,173.6461726,87.98856886
Male,180.0093045,93.37823378
Male,193.071242,106.7927779
Male,172.6335582,80.27069204
Male,177.2033221,90.27679535
Male,176.7044279,91.03775222
Male,181.7624476,97.05897959
Male,180.2334451,91.47287649
Male,166.2199427,65.37713435
Male,180.2793563,91.89918525
Male,172.7018421,83.4419176
Male,179.1170283,90.52264829
Male,175.5373463,79.85278825
Male,181.8781557,88.41985361
Male,177.5194788,92.31428475
Male,168.8005229,75.60682322
Male,178.5400396,94.12421486
Male,159.0547116,69.3328865
Male,169.2190718,66.32912317
Male,165.989732,71.10568842
Male,181.8811193,95.23841852
Male,176.3088027,83.41652606
Male,177.5302865,91.07984683
Male,166.7915347,74.48690022
Male,163.5970141,70.14393934
Male,174.31229,85.9326599
Male,176.7847179,80.10202871
Male,171.3312073,78.59489182
Male,173.1517863,84.02932863
Male,176.6661797,92.44708034
Male,166.9981369,82.57719031
Male,185.7308786,91.49122007
Male,169.217152,80.6680057
Male,175.6306088,91.91052873
Male,167.5531194,84.47036556
Male,170.6962967,84.12045403
Male,166.2530512,79.76165164
Male,185.4964338,95.0673496
Male,173.525802,81.36118531
Male,168.4890749,75.00972727
Male,183.799438,89.93049722
Male,172.0022658,83.88358693
Male,179.0130819,90.83088909
Male,180.7539988,90.46619786
Male,176.1611401,91.77627438
Male,178.0469836,91.62273907
Male,176.0151209,89.52035498
Male,160.807322,71.21555139
Male,172.4335639,83.16306647
Male,185.9355435,92.08966128
Male,185.778534,87.9632977
Male,180.0757957,88.72321449
Male,183.2424394,97.45602168
Male,183.2172558,83.52769166
Male,180.8648116,87.88039279
Male,168.2804623,77.16030814
Male,183.7476355,93.30370253
Male,172.8950622,75.41579354
Male,181.3491646,89.9957072
Male,166.9441214,76.96334067
Male,170.4605364,72.59752901
Male,183.4261887,92.95812848
Male,160.044849,67.08708234
Male,176.7056542,82.0773923
Male,178.8261643,98.80923154
Male,172.7967476,85.89292492
Male,177.2358922,79.8731465
Male,157.6797334,59.09272968
Male,167.219426,72.26587606
Male,179.7835775,87.07522975
Male,176.7114327,82.62366031
Male,171.0107446,85.43483596
Male,172.2490888,86.98080274
Male,169.3728966,73.82979469
Male,176.8848602,89.62806149
Male,164.526563,82.82129257
Male,187.8658703,90.72164813
Male,172.550795,83.646683
Male,169.5959003,75.06483485
Male,175.0983483,80.12801527
Male,194.1437791,103.8149576
Male,175.2502092,81.8057365
Male,186.6946726,102.4991904
Male,176.7918826,86.09931159
Male,183.0511452,91.74445872
Male,179.0426303,81.15609741
Male,170.2685204,75.76992778
Male,168.1076356,78.30703948
Male,174.4832921,81.62955429
Male,169.2992137,72.64159584
Male,177.390189,80.91740297
Male,168.2624646,70.12019289
Male,184.9400203,94.73216598
Male,163.7658573,76.85238027
Male,177.1763775,82.39092665
Male,179.4800688,92.46236671
Male,184.075371,83.66337759
Male,173.1556934,90.58314408
Male,185.3874154,93.72544244
Male,179.1552545,89.16908663
Male,177.9192608,86.18357098
Male,175.3008106,89.25053433
Male,186.8148722,100.832364
Male,173.0199685,81.6763199
Male,173.4505981,80.93559886
Male,181.6787011,91.96520634
Male,186.427219,100.2192295
Male,177.4051928,90.09710515
Male,178.1859933,92.41233062
Male,168.4013037,68.10654909
Male,194.2920523,103.0285676
Male,180.4222584,84.71397023
Male,169.242844,77.30166995
Male,167.8318635,82.74788251
Male,179.3574325,85.03581008
Male,165.6168409,71.96897292
Male,169.8291277,79.74023774
Male,187.3453157,100.1396111
Male,177.5411386,88.79468707
Male,176.5993921,85.74130186
Male,169.5309728,69.91070633
Male,175.4492098,81.36842496
Male,174.1468469,78.10643941
Male,178.619277,86.39193826
Male,182.7507659,94.38748142
Male,180.1280415,87.03671485
Male,178.7426533,89.5310847
Male,172.203052,86.03875996
Male,174.4979889,94.37807066
Male,175.5511648,85.60064511
Male,171.9506433,85.01398002
Male,181.0520388,98.83932946
Male,181.426041,91.55428328
Male,180.4501251,92.81750026
Male,164.4046901,65.02130893
Male,170.556325,82.56791784
Male,183.6209105,91.67292612
Male,178.4168801,87.45077431
Male,163.7229589,72.08334347
Male,189.1410709,96.83377388
Male,165.8592445,73.85306722
Male,184.7837963,96.2434766
Male,166.924174,70.38638481
Male,174.9808411,88.30594128
Male,185.5175579,95.01636024
Male,177.4462958,89.95719465
Male,177.4474403,81.49347111
Male,182.2845266,87.4028163
Male,169.7249486,81.55655292
Male,172.1807423,86.41235843
Male,175.8968132,88.96805402
Male,175.0813672,82.02143446
Male,175.252659,84.65628489
Male,168.5899471,76.10565748
Male,168.5963591,81.40565112
Male,175.3986072,82.26360442
Male,166.7953875,73.21982349
Male,159.3923089,67.92980456
Male,169.1080862,73.11988796
Male,170.8713135,84.98652382
Male,177.3848412,79.83748692
Male,188.5097346,108.2131944
Male,180.9255425,94.81564065
Male,179.7376774,88.35816455
Male,172.4125429,74.26409283
Male,170.4708978,82.78618772
Male,169.011123,79.42089959
Male,170.4116954,82.04604963
Male,174.9892808,78.31458108
Male,182.5820497,94.15463772
Male,179.1509653,88.00114488
Male,175.7885948,85.21501476
Male,169.8110339,73.12990064
Male,195.9884343,103.739802
Male,173.2242848,80.03940571
Male,169.6613144,84.81893645
Male,188.1383238,99.07519054
Male,177.0170273,83.74168008
Male,179.0262038,90.42774913
Male,168.1555276,74.67687566
Male,182.5190353,87.73829593
Male,167.5770262,77.59908211
Male,184.5994812,98.68411753
Male,177.3225351,85.30477218
Male,175.3695908,80.82320774
Male,162.1807231,68.94446968
Male,164.8708545,65.85073384
Male,165.2154278,66.9775127
Male,174.9409663,83.20625387
Male,177.7548375,80.89742519
Male,159.2816314,69.31814177
Male,169.9855294,78.75910995
Male,170.8633717,81.66274085
Male,183.1912148,90.87117233
Male,176.8129643,77.24499245
Male,165.5691402,75.6312745
Male,188.1638984,88.35013008
Male,155.2494447,69.30483428
Male,173.5364903,93.63324882
Male,162.4404381,74.73902307
Male,174.1966887,82.17592953
